 ,Mean(before_f1_bg)
2111,65.310
2112,61.747
2113,59.350
2114,60.375
2115,61.705
2116,57.383
2117,60.868
2118,54.529
2119,57.958
2120,60.511
2121,61.145
2122,60.544
2123,56.959
2124,59.722
2125,67.337
2126,59.642
2127,59.340
2128,56.242
2129,61.269
2130,57.402
2131,59.581
2132,58.579
2133,56.663
2134,56.382
2135,58.688
2136,60.497
2137,56.213
2138,55.779
2139,56.250
2140,57.540
2141,57.850
2142,57.645
2143,57.812
2144,58.169
2145,55.237
2146,55.000
2147,58.670
2148,56.192
2149,55.709
2150,58.970
2151,58.477
2152,56.458
2153,62.461
2154,57.427
2155,55.552
2156,54.643
2157,59.108
2158,57.864
2159,55.968
2160,56.521
2161,60.863
2162,56.811
2163,58.267
2164,54.047
2165,55.583
2166,58.061
2167,53.058
2168,54.852
2169,58.416
2170,55.007
2171,59.888
2172,60.343
2173,58.171
2174,59.252
2175,62.742
2176,57.967
2177,58.642
2178,60.551
2179,52.770
2180,58.067
2181,62.855
2182,56.821
2183,57.852
2184,56.873
2185,55.334
2186,57.670
2187,56.723
2188,56.680
2189,56.460
2190,58.421
2191,57.674
2192,54.960
2193,55.249
2194,61.339
2195,58.672
2196,55.222
2197,60.994
2198,57.249
2199,62.374
2200,58.719
2201,55.434
2202,60.583
2203,58.662
2204,62.167
2205,56.897
2206,58.615
2207,54.895
2208,61.175
2209,57.067
2210,58.362
2211,55.676
2212,61.270
2213,58.199
2214,56.691
2215,63.140
2216,59.575
2217,57.048
2218,55.834
2219,57.924
2220,60.489
2221,59.415
2222,62.268
2223,57.706
2224,58.660
2225,61.280
2226,61.283
2227,55.780
2228,59.444
2229,57.549
2230,59.677
2231,61.748
2232,58.932
2233,57.922
2234,59.231
2235,58.390
2236,62.420
2237,59.689
2238,55.944
2239,59.629
2240,61.544
2241,55.727
2242,57.316
2243,54.825
2244,58.504
2245,57.055
2246,59.225
2247,66.033
2248,60.285
2249,58.614
2250,58.357
2251,58.102
2252,60.148
2253,59.010
2254,57.731
2255,56.175
2256,58.618
2257,61.442
2258,56.901
2259,55.768
2260,58.077
2261,59.758
2262,59.273
2263,60.323
2264,65.018
2265,59.671
2266,59.499
2267,58.865
2268,61.126
2269,62.100
2270,62.432
2271,55.523
2272,56.028
2273,61.708
2274,62.539
2275,59.055
2276,62.232
2277,60.762
2278,61.608
2279,68.172
2280,64.330
2281,67.329
2282,66.133
2283,64.481
2284,66.093
2285,63.261
2286,61.397
2287,66.321
2288,61.416
2289,60.055
2290,64.449
2291,62.123
2292,60.523
2293,60.383
2294,61.230
2295,65.710
2296,63.231
2297,56.714
2298,59.829
2299,56.814
2300,60.816
2301,60.689
2302,56.905
2303,58.915
2304,55.811
2305,62.520
2306,59.686
2307,59.143
2308,62.494
2309,60.984
2310,57.646
2311,55.905
2312,60.297
2313,57.387
2314,60.811
2315,60.547
2316,61.372
2317,55.420
2318,60.699
2319,59.272
2320,57.056
2321,56.343
2322,53.700
2323,57.681
2324,62.606
2325,57.607
2326,62.896
2327,57.376
2328,62.378
2329,58.688
2330,54.766
2331,55.856
2332,62.571
2333,51.844
2334,59.123
2335,58.849
2336,59.426
2337,59.951
2338,58.155
2339,61.135
2340,55.696
2341,59.677
2342,55.484
2343,56.177
2344,58.600
2345,54.155
2346,57.432
2347,59.621
2348,65.249
2349,58.074
2350,55.163
2351,61.552
2352,60.150
2353,63.795
2354,60.842
2355,57.554
2356,57.975
2357,62.239
2358,57.062
2359,59.818
2360,60.984
2361,55.435
2362,62.932
2363,64.669
2364,56.869
2365,63.777
2366,55.007
2367,62.123
2368,61.023
2369,52.719
2370,60.212
2371,58.776
2372,56.722
2373,57.643
2374,62.413
2375,60.348
2376,58.398
2377,61.017
2378,59.882
2379,59.138
2380,61.031
2381,57.588
2382,58.358
2383,58.625
2384,63.010
2385,58.403
2386,60.982
2387,59.076
2388,60.290
2389,61.036
2390,59.904
2391,61.265
2392,66.027
2393,72.717
2394,70.061
2395,65.525
2396,65.299
2397,64.608
2398,73.017
2399,69.410
2400,62.981
2401,62.645
2402,65.429
2403,64.016
2404,65.045
2405,67.544
2406,70.357
2407,65.426
2408,62.477
2409,67.398
2410,64.564
2411,61.710
2412,66.452
2413,60.444
2414,58.978
2415,65.167
2416,63.189
2417,61.247
2418,63.193
2419,58.981
2420,62.445
2421,60.085
2422,56.606
2423,55.883
2424,57.806
2425,57.951
2426,56.660
2427,61.810
2428,59.287
2429,59.127
2430,55.451
2431,60.518
2432,56.569
2433,61.106
2434,60.017
2435,58.124
2436,56.632
2437,60.345
2438,61.416
2439,57.338
2440,53.512
2441,57.097
2442,56.090
2443,57.391
2444,55.571
2445,57.613
2446,57.823
2447,54.844
2448,55.085
2449,56.493
2450,57.838
2451,56.305
2452,58.017
2453,57.491
2454,58.377
2455,59.691
2456,61.907
2457,64.243
2458,57.915
2459,57.542
2460,56.987
2461,55.829
2462,58.696
2463,58.426
2464,64.823
2465,57.757
2466,53.460
2467,57.036
2468,58.984
2469,55.602
2470,56.983
2471,58.117
2472,57.750
2473,56.723
2474,57.448
2475,58.167
2476,58.866
2477,63.988
2478,58.224
2479,59.469
2480,57.634
2481,62.391
2482,57.651
2483,61.345
2484,60.217
2485,56.079
2486,56.527
2487,58.530
2488,59.138
2489,52.875
2490,55.683
2491,59.970
2492,54.714
2493,58.517
2494,52.277
2495,54.852
2496,55.357
2497,56.451
2498,57.426
2499,58.614
2500,56.392
2501,56.654
2502,61.892
2503,59.881
2504,58.411
2505,60.535
2506,60.749
2507,53.249
2508,58.785
2509,58.583
2510,61.636
2511,58.993
2512,55.641
2513,58.894
2514,61.629
2515,61.056
2516,61.645
2517,55.592
2518,61.526
2519,56.621
2520,56.781
2521,57.353
2522,56.825
2523,52.891
2524,55.585
2525,56.349
2526,55.410
2527,54.411
2528,54.570
2529,54.199
2530,58.848
2531,60.010
2532,56.713
2533,55.448
2534,55.669
2535,58.126
2536,56.257
2537,56.392
2538,56.208
2539,56.417
2540,56.042
2541,55.817
2542,56.371
2543,52.588
2544,56.073
2545,56.526
2546,56.720
2547,54.238
2548,60.809
2549,58.751
2550,52.603
2551,56.584
2552,54.445
2553,61.044
2554,55.872
2555,58.027
2556,54.026
2557,58.530
2558,54.003
2559,58.608
2560,58.565
2561,56.982
2562,60.555
2563,56.338
2564,56.734
2565,56.009
2566,60.769
2567,51.511
2568,57.873
2569,54.760
2570,57.765
2571,55.875
2572,55.552
2573,59.509
2574,53.597
2575,59.354
2576,54.334
2577,54.551
2578,57.617
2579,57.305
2580,57.292
2581,57.674
2582,62.208
2583,55.799
2584,55.038
2585,57.666
2586,56.715
2587,58.795
2588,59.230
2589,58.960
2590,57.462
2591,55.801
2592,55.344
2593,58.125
2594,55.761
2595,57.942
2596,61.077
2597,60.391
2598,56.520
2599,60.811
2600,60.578
2601,60.060
2602,56.174
2603,56.722
2604,61.410
2605,55.907
2606,59.780
2607,55.023
2608,57.211
2609,58.265
2610,58.626
2611,59.096
2612,59.951
2613,60.218
2614,59.963
2615,61.673
2616,66.098
2617,68.689
2618,61.679
2619,67.573
2620,66.964
2621,63.577
2622,68.592
2623,64.701
2624,65.542
2625,69.386
2626,66.229
2627,69.482
2628,61.360
2629,59.538
2630,61.001
2631,57.383
2632,60.725
2633,58.270
2634,56.799
2635,61.057
2636,57.762
2637,59.202
2638,60.575
2639,57.869
2640,60.962
2641,57.232
2642,59.259
2643,58.849
2644,59.152
2645,60.218
2646,55.427
2647,54.294
2648,60.326
2649,57.243
2650,51.898
2651,55.415
2652,57.414
2653,62.143
2654,57.087
2655,60.944
2656,55.427
2657,55.761
2658,55.317
2659,59.595
2660,58.446
2661,58.145
2662,57.112
2663,57.440
2664,55.907
2665,54.164
2666,56.637
2667,56.052
2668,60.018
2669,59.830
2670,58.513
2671,56.119
2672,59.500
2673,61.032
2674,57.511
2675,58.133
2676,58.215
2677,55.488
2678,59.381
2679,59.740
2680,54.028
2681,55.484
2682,61.804
2683,57.829
2684,56.717
2685,58.988
2686,56.049
2687,52.835
2688,58.920
2689,58.993
2690,56.248
2691,57.194
2692,55.279
2693,59.871
2694,60.896
2695,63.536
2696,57.578
2697,57.756
2698,54.249
2699,56.359
2700,57.737
2701,57.587
2702,56.036
2703,59.394
2704,57.866
2705,55.935
2706,57.029
2707,55.773
2708,55.881
2709,55.681
2710,57.731
2711,61.224
2712,57.907
2713,54.913
2714,59.157
2715,55.789
2716,57.628
2717,63.777
2718,58.493
2719,59.749
2720,55.518
2721,55.580
2722,59.842
2723,56.395
2724,59.090
2725,56.608
2726,56.720
2727,60.583
2728,63.263
2729,61.321
2730,58.923
2731,55.144
2732,63.919
2733,66.536
2734,68.742
2735,61.095
2736,58.297
2737,60.185
2738,57.259
2739,55.667
2740,60.218
2741,59.711
2742,60.647
2743,57.059
2744,53.758
2745,61.134
2746,60.499
2747,57.927
2748,58.969
2749,58.951
2750,59.595
2751,57.079
2752,63.393
2753,56.276
2754,61.882
2755,59.290
2756,60.598
2757,59.825
2758,59.941
2759,50.979
2760,58.294
2761,58.344
2762,58.800
2763,62.671
2764,58.142
2765,59.039
2766,58.100
2767,58.809
2768,54.670
2769,58.952
2770,58.064
2771,56.801
2772,55.791
2773,56.692
2774,58.171
2775,57.951
2776,57.078
2777,58.200
2778,59.600
2779,56.740
2780,52.074
2781,58.545
2782,58.866
2783,60.265
2784,54.243
2785,57.117
2786,53.384
2787,57.897
2788,58.864
2789,58.954
2790,55.083
2791,59.800
2792,57.010
2793,61.685
2794,58.052
2795,57.475
2796,60.176
2797,57.474
2798,56.866
2799,59.386
2800,57.805
2801,57.863
2802,54.376
2803,53.012
2804,56.882
2805,57.292
2806,56.030
2807,53.545
2808,55.690
2809,56.219
2810,58.165
2811,57.339
2812,58.859
2813,56.701
2814,56.018
2815,56.876
2816,56.853
2817,56.415
2818,56.090
2819,57.346
2820,57.127
2821,58.423
2822,59.682
2823,63.943
2824,56.744
2825,57.488
2826,57.210
2827,59.295
2828,58.849
2829,53.837
2830,55.185
2831,58.395
2832,57.124
2833,59.126
2834,55.385
2835,65.388
2836,59.613
2837,58.267
2838,62.762
2839,61.165
2840,67.481
2841,61.088
2842,62.026
2843,63.381
2844,60.163
2845,60.151
2846,64.106
2847,67.688
2848,60.834
2849,61.535
2850,61.152
2851,58.092
2852,60.896
2853,59.018
2854,58.525
2855,65.994
2856,75.412
2857,73.247
2858,78.689
2859,73.643
2860,71.295
2861,65.698
2862,63.340
2863,63.342
2864,61.681
2865,58.180
2866,62.907
2867,66.643
2868,69.996
2869,65.890
2870,61.991
2871,66.012
2872,63.490
2873,64.166
2874,60.961
2875,60.257
2876,57.364
2877,58.190
2878,54.825
2879,60.240
2880,61.140
2881,62.492
2882,59.989
2883,60.823
2884,56.894
2885,52.807
2886,55.698
2887,56.783
2888,56.850
2889,59.375
2890,57.537
2891,55.074
2892,60.312
2893,60.720
2894,56.810
2895,60.270
2896,58.725
2897,59.859
2898,55.117
2899,57.078
2900,55.249
2901,58.037
2902,56.374
2903,60.167
2904,59.715
2905,57.020
2906,60.936
2907,62.039
2908,53.688
2909,59.480
2910,56.933
2911,56.613
2912,61.800
2913,56.482
2914,59.513
2915,54.613
2916,56.898
2917,59.204
2918,59.307
2919,58.814
2920,60.498
2921,56.839
2922,60.067
2923,55.302
2924,57.133
2925,60.623
2926,62.359
2927,56.643
2928,57.343
2929,54.997
2930,54.343
2931,59.279
2932,59.042
2933,60.579
2934,59.778
2935,61.329
2936,56.733
2937,59.080
2938,55.952
2939,58.824
2940,63.772
2941,61.345
2942,59.609
2943,57.802
2944,58.410
2945,59.991
2946,58.754
2947,59.190
2948,61.282
2949,57.292
2950,64.539
2951,62.683
2952,61.365
2953,61.054
2954,62.568
2955,60.098
2956,66.146
2957,60.627
2958,58.177
2959,62.493
2960,61.106
2961,61.651
2962,65.185
2963,63.797
2964,54.886
2965,56.800
2966,63.121
2967,59.108
2968,61.602
2969,54.544
2970,56.771
2971,57.225
2972,62.106
2973,60.511
2974,58.054
2975,58.873
2976,57.025
2977,59.210
2978,60.296
2979,56.585
2980,59.672
2981,63.054
2982,58.483
2983,57.603
2984,57.637
2985,57.087
2986,53.483
2987,56.348
2988,62.263
2989,56.671
2990,57.036
2991,57.998
2992,57.890
2993,55.453
2994,58.727
2995,59.782
2996,57.244
2997,58.119
2998,59.891
2999,53.584
3000,62.731
3001,60.606
3002,56.100
3003,59.086
3004,60.987
3005,59.175
3006,57.663
3007,60.456
3008,58.295
3009,54.845
3010,58.358
3011,58.527
3012,62.202
3013,62.233
3014,60.605
3015,59.921
3016,59.510
3017,57.009
3018,53.402
3019,57.413
3020,60.065
3021,54.054
3022,57.897
3023,60.551
3024,60.926
3025,62.820
3026,61.071
3027,57.315
3028,58.612
3029,59.783
3030,58.720
3031,60.074
3032,63.320
3033,59.955
3034,57.558
3035,59.914
3036,57.412
3037,60.432
3038,57.374
3039,57.998
3040,59.588
3041,61.055
3042,51.731
3043,59.059
3044,63.280
3045,63.608
3046,59.682
3047,59.792
3048,58.603
3049,63.847
3050,61.324
3051,61.513
3052,61.660
3053,55.821
3054,60.009
3055,57.708
3056,56.036
3057,59.452
3058,61.469
3059,65.516
3060,67.536
3061,73.708
3062,73.508
3063,66.011
3064,73.872
3065,70.666
3066,76.189
3067,67.674
3068,68.152
3069,68.204
3070,73.268
3071,69.501
3072,66.778
3073,63.080
3074,67.769
3075,60.155
3076,68.058
3077,61.453
3078,63.020
3079,62.667
3080,60.910
3081,57.945
3082,57.980
3083,60.681
3084,58.941
3085,65.346
3086,58.195
3087,61.416
3088,60.790
3089,59.079
3090,63.513
3091,62.863
3092,61.939
3093,58.537
3094,59.481
3095,57.919
3096,60.166
3097,59.573
3098,57.199
3099,60.316
3100,58.846
3101,63.318
3102,57.189
3103,58.961
3104,57.330
3105,53.282
3106,59.163
3107,59.124
3108,57.802
3109,58.509
3110,60.968
3111,55.536
3112,55.981
3113,60.837
3114,57.673
3115,59.247
3116,60.114
3117,57.738
3118,56.363
3119,57.162
3120,61.161
3121,57.670
3122,60.078
3123,57.599
3124,55.061
3125,57.959
3126,59.525
3127,58.327
3128,53.607
3129,62.012
3130,63.435
3131,58.962
3132,58.846
3133,57.833
3134,58.307
3135,60.922
3136,58.913
3137,67.482
3138,58.334
3139,60.885
3140,56.858
3141,58.384
3142,58.292
3143,58.815
3144,60.907
3145,57.301
3146,60.470
3147,55.739
3148,53.983
3149,55.224
3150,54.334
3151,57.667
3152,62.770
3153,58.721
3154,53.288
3155,56.350
3156,58.945
3157,54.441
3158,60.089
3159,58.502
3160,62.190
3161,61.067
3162,56.467
3163,60.490
3164,57.529
3165,56.562
3166,56.477
3167,57.539
3168,58.701
3169,56.125
3170,56.434
3171,63.171
3172,58.627
3173,62.094
3174,61.095
3175,60.810
3176,61.631
3177,61.181
3178,66.533
3179,62.600
3180,64.388
3181,59.243
3182,60.898
3183,62.740
3184,64.837
3185,62.166
3186,61.825
3187,60.548
3188,61.310
3189,62.137
3190,65.738
3191,62.518
3192,56.898
3193,62.129
3194,60.291
3195,58.600
3196,61.526
3197,62.161
3198,57.998
3199,57.449
3200,59.598
3201,60.850
3202,61.146
3203,60.311
3204,59.451
3205,61.203
3206,60.478
3207,58.568
3208,57.456
3209,62.557
3210,60.814
3211,59.012
3212,59.432
3213,60.068
3214,61.564
3215,55.352
3216,64.943
3217,58.023
3218,56.879
3219,53.786
3220,58.398
3221,54.672
3222,57.677
3223,58.352
3224,65.467
3225,62.025
3226,59.703
3227,64.004
3228,63.089
3229,58.867
3230,58.017
3231,56.308
3232,59.935
3233,60.842
3234,59.377
3235,59.383
3236,59.912
3237,57.842
3238,57.260
3239,56.298
3240,60.845
3241,60.479
3242,60.367
3243,62.616
3244,57.060
3245,59.115
3246,56.318
3247,58.738
3248,59.511
3249,62.470
3250,59.100
3251,58.203
3252,59.406
3253,54.741
3254,58.935
3255,58.346
3256,61.633
3257,58.445
3258,58.294
3259,57.278
3260,56.786
3261,62.013
3262,58.530
3263,59.318
3264,59.473
3265,63.287
3266,57.992
3267,63.067
3268,50.781
3269,54.991
3270,58.304
3271,60.032
3272,61.833
3273,56.210
3274,60.329
3275,60.842
3276,55.223
3277,58.589
3278,60.860
3279,55.275
3280,57.479
3281,62.001
3282,54.738
3283,62.413
3284,59.932
3285,64.665
3286,59.256
3287,60.654
3288,62.022
3289,60.114
3290,61.595
3291,58.602
3292,62.940
3293,61.330
3294,65.656
3295,61.600
3296,67.170
3297,63.751
3298,68.124
3299,61.994
3300,62.594
3301,56.347
3302,62.102
3303,58.544
3304,58.713
3305,60.278
3306,63.530
3307,63.358
3308,61.458
3309,63.340
3310,59.602
3311,55.013
3312,59.172
3313,57.915
3314,61.222
3315,59.981
3316,59.011
3317,61.963
3318,58.661
3319,60.715
3320,55.577
3321,60.556
3322,57.222
3323,62.621
3324,60.862
3325,61.050
3326,61.162
3327,60.689
3328,57.247
3329,59.718
3330,57.267
3331,57.419
3332,64.652
3333,57.154
3334,61.464
3335,61.528
3336,57.173
3337,58.807
3338,58.439
3339,66.557
3340,60.166
3341,59.872
3342,60.970
3343,61.706
3344,54.892
3345,58.710
3346,63.846
3347,60.903
3348,63.433
3349,62.093
3350,69.275
3351,62.788
3352,61.868
3353,59.568
3354,57.202
3355,62.997
3356,62.186
3357,61.573
3358,65.673
3359,62.126
3360,58.805
3361,64.276
3362,64.069
3363,56.831
3364,58.416
3365,60.791
3366,64.276
3367,61.499
3368,61.479
3369,63.331
3370,63.854
3371,56.721
3372,55.211
3373,60.449
3374,61.473
3375,64.135
3376,58.460
3377,61.679
3378,61.860
3379,61.025
3380,57.372
3381,56.990
3382,59.786
3383,58.421
3384,57.049
3385,64.174
3386,59.779
3387,59.188
3388,61.179
3389,67.954
3390,70.164
3391,72.554
3392,71.613
3393,63.717
3394,62.568
3395,70.885
3396,65.596
3397,61.510
3398,69.950
3399,60.710
3400,66.629
3401,67.398
3402,61.462
3403,60.811
3404,64.935
3405,61.501
3406,66.190
3407,61.673
3408,62.441
3409,61.381
3410,64.031
3411,58.714
3412,61.862
3413,65.349
3414,64.297
3415,62.814
3416,62.573
3417,64.631
3418,60.444
3419,60.443
3420,56.724
3421,61.827
3422,61.474
3423,59.017
3424,55.098
3425,63.433
3426,59.894
3427,60.798
3428,60.012
3429,60.617
3430,56.349
3431,57.919
3432,58.162
3433,58.545
3434,61.381
3435,56.071
3436,62.041
3437,56.445
3438,56.594
3439,58.354
3440,63.521
3441,58.347
3442,55.510
3443,60.391
3444,55.690
3445,57.721
3446,62.182
3447,57.366
3448,57.530
3449,54.240
3450,59.446
3451,60.256
3452,59.915
3453,57.248
3454,57.320
3455,63.552
3456,60.421
3457,55.779
3458,55.926
3459,59.127
3460,57.867
3461,59.391
3462,55.051
3463,59.884
3464,59.000
3465,63.842
3466,59.482
3467,58.968
3468,57.977
3469,58.689
3470,58.292
3471,56.448
3472,59.530
3473,62.750
3474,59.073
3475,58.528
3476,59.829
3477,57.217
3478,60.037
3479,55.939
3480,54.460
3481,55.287
3482,59.594
3483,58.349
3484,59.577
3485,59.554
3486,57.336
3487,58.527
3488,64.896
3489,61.943
3490,63.109
3491,60.335
3492,65.420
3493,61.219
3494,59.616
3495,59.924
3496,61.772
3497,61.314
3498,58.778
3499,53.382
3500,59.285
3501,55.816
3502,59.852
3503,58.231
3504,54.470
3505,56.069
3506,55.444
3507,55.205
3508,58.414
3509,58.316
3510,63.876
3511,57.004
3512,60.673
3513,63.339
3514,60.609
3515,60.742
3516,55.763
3517,58.054
3518,56.665
3519,59.622
3520,58.923
3521,60.919
3522,61.920
3523,62.590
3524,60.186
3525,58.047
3526,58.041
3527,58.529
3528,60.243
3529,58.618
3530,64.179
3531,68.690
3532,70.613
3533,75.446
3534,75.084
3535,70.020
3536,69.145
3537,72.989
3538,71.628
3539,69.127
3540,64.395
3541,71.416
3542,62.406
3543,63.691
3544,64.821
3545,63.301
3546,72.903
3547,64.006
3548,65.688
3549,65.802
3550,67.817
3551,65.061
3552,61.117
3553,61.566
3554,57.763
3555,67.050
3556,58.162
3557,59.931
3558,60.011
3559,63.260
3560,63.436
3561,60.097
3562,61.587
3563,58.328
3564,64.692
3565,63.917
3566,61.228
3567,59.012
3568,61.037
3569,59.677
3570,61.828
3571,58.892
3572,58.942
3573,61.478
3574,64.143
3575,67.151
3576,58.395
3577,63.247
3578,60.407
3579,58.709
3580,66.494
3581,61.625
3582,60.301
3583,58.323
3584,55.924
3585,59.133
3586,57.013
3587,54.743
3588,62.196
3589,58.934
3590,58.237
3591,59.799
3592,61.525
3593,57.679
3594,58.756
3595,57.742
3596,60.388
3597,58.814
3598,61.102
3599,58.017
3600,55.596
3601,59.842
3602,62.384
3603,63.291
3604,58.732
3605,57.319
3606,61.290
3607,57.520
3608,58.075
3609,56.820
3610,57.679
3611,56.195
3612,62.730
3613,57.421
3614,55.465
3615,64.487
3616,59.155
3617,58.477
3618,61.621
3619,58.746
3620,56.209
3621,56.642
3622,61.386
3623,63.038
3624,61.701
3625,62.626
3626,61.033
3627,61.810
3628,59.838
3629,61.541
3630,61.619
3631,59.352
3632,61.042
3633,63.741
3634,64.494
3635,63.843
3636,64.203
3637,60.237
3638,61.459
3639,59.090
3640,63.010
3641,62.094
3642,55.814
3643,58.400
3644,60.920
3645,64.287
3646,56.665
3647,60.704
3648,57.593
3649,57.463
3650,58.798
3651,57.278
3652,62.263
3653,57.588
3654,58.647
3655,60.427
3656,57.788
3657,53.075
3658,52.475
3659,55.378
3660,62.480
3661,57.690
3662,56.323
3663,57.542
3664,61.460
3665,58.953
3666,60.565
3667,57.607
3668,56.526
3669,57.825
3670,61.352
3671,57.494
3672,62.151
3673,62.318
3674,54.682
3675,56.599
3676,56.420
3677,62.552
3678,61.800
3679,58.232
3680,57.529
3681,58.778
3682,57.876
3683,59.224
3684,63.653
3685,61.531
3686,66.112
3687,62.850
3688,57.535
3689,57.450
3690,58.455
3691,56.004
3692,63.662
3693,56.458
3694,61.541
3695,57.194
3696,58.655
3697,57.548
3698,61.835
3699,58.003
3700,57.225
3701,55.633
3702,54.401
3703,58.521
3704,58.217
3705,69.672
3706,68.732
3707,73.019
3708,68.557
3709,67.980
3710,69.950
3711,64.105
3712,66.294
3713,59.817
3714,63.208
3715,62.234
3716,68.910
3717,60.873
3718,59.401
3719,61.938
3720,60.783
3721,61.311
3722,62.821
3723,58.472
3724,60.454
3725,60.554
3726,62.913
3727,65.137
3728,63.533
3729,57.903
3730,64.667
3731,61.843
3732,63.805
3733,58.565
3734,67.592
3735,61.519
3736,66.395
3737,64.612
3738,66.309
3739,64.252
3740,60.825
3741,61.234
3742,61.562
3743,69.444
3744,65.666
3745,72.411
3746,66.029
3747,64.253
3748,64.883
3749,62.105
3750,69.567
3751,68.423
3752,61.162
3753,64.071
3754,64.731
3755,63.581
3756,63.908
3757,68.456
3758,65.970
3759,66.038
3760,59.913
3761,58.939
3762,63.131
3763,61.633
3764,62.339
3765,61.735
3766,61.664
3767,59.938
3768,62.238
3769,63.683
3770,62.770
3771,56.953
3772,63.763
3773,60.631
3774,59.247
3775,58.488
3776,60.256
3777,60.404
3778,60.714
3779,60.406
3780,62.044
3781,60.839
3782,56.040
3783,59.244
3784,58.857
3785,58.338
3786,57.193
3787,55.512
3788,55.009
3789,64.128
3790,57.436
3791,55.477
3792,60.705
3793,54.845
3794,59.635
3795,61.395
3796,56.012
3797,61.766
3798,55.033
3799,62.525
3800,53.814
3801,58.546
3802,58.648
3803,56.693
3804,57.826
3805,57.030
3806,60.878
3807,63.118
3808,54.334
3809,56.746
3810,56.449
3811,55.092
3812,56.078
3813,54.597
3814,54.416
3815,55.959
3816,57.798
3817,60.516
3818,60.802
3819,54.677
3820,56.552
3821,56.334
3822,57.461
3823,58.938
3824,54.458
3825,56.775
3826,62.442
3827,56.060
3828,57.946
3829,58.465
3830,56.075
3831,61.597
3832,58.785
3833,60.225
3834,55.309
3835,57.828
3836,60.142
3837,59.775
3838,58.353
3839,55.879
3840,57.529
3841,57.762
3842,55.734
3843,56.549
3844,57.176
3845,58.064
3846,66.823
3847,62.065
3848,62.238
3849,58.232
3850,56.015
3851,56.694
3852,55.847
3853,58.958
3854,57.270
3855,57.756
3856,60.036
3857,57.715
3858,60.586
3859,61.200
3860,60.262
3861,60.124
3862,59.996
3863,57.617
3864,62.452
3865,66.038
3866,76.521
3867,71.377
3868,63.241
3869,64.856
3870,62.199
3871,62.137
3872,63.717
3873,62.415
3874,60.800
3875,64.250
3876,66.327
3877,61.263
3878,57.421
3879,64.013
3880,61.410
3881,58.761
3882,55.328
3883,64.489
3884,59.240
3885,55.837
3886,60.027
3887,60.599
3888,59.595
3889,60.676
3890,56.276
3891,56.205
3892,61.893
3893,59.346
3894,58.208
3895,57.079
3896,51.656
3897,60.112
3898,57.377
3899,60.018
3900,59.023
3901,56.286
3902,62.751
3903,54.692
3904,59.033
3905,59.108
3906,62.075
3907,58.956
3908,58.228
3909,56.875
3910,55.613
3911,59.329
3912,57.655
3913,59.529
3914,58.039
3915,57.078
3916,54.602
3917,58.349
3918,59.739
3919,61.298
3920,60.233
3921,62.113
3922,55.921
3923,57.251
3924,56.098
3925,57.997
3926,54.100
3927,52.177
3928,57.199
3929,59.554
3930,55.483
3931,51.176
3932,58.560
3933,56.387
3934,56.253
3935,55.985
3936,56.951
3937,58.294
3938,59.888
3939,55.825
3940,58.050
3941,62.219
3942,59.086
3943,56.542
3944,60.143
3945,57.836
3946,55.727
3947,54.175
3948,57.064
3949,56.429
3950,55.821
3951,56.754
3952,57.456
3953,55.454
3954,54.350
3955,53.594
3956,59.352
3957,54.681
3958,62.396
3959,59.795
3960,56.069
3961,62.177
3962,63.141
3963,67.353
3964,66.221
3965,60.198
3966,63.379
3967,59.693
3968,61.985
3969,62.061
3970,63.044
3971,62.990
3972,61.711
3973,62.027
3974,61.433
3975,61.010
3976,61.273
3977,59.155
3978,62.854
3979,63.073
3980,66.202
3981,57.693
3982,55.017
3983,61.842
3984,54.738
3985,61.382
3986,54.773
3987,59.087
3988,53.971
3989,58.407
3990,55.884
3991,59.548
3992,53.442
3993,56.326
3994,59.535
3995,59.316
3996,58.407
3997,53.725
3998,56.517
3999,55.786
4000,55.299
4001,57.272
4002,57.432
4003,54.450
4004,55.125
4005,58.695
4006,56.925
4007,61.475
4008,55.525
4009,58.503
4010,58.112
4011,55.588
4012,54.170
4013,59.164
4014,54.689
4015,60.607
4016,60.715
4017,58.241
4018,63.106
4019,57.217
4020,58.222
4021,58.124
4022,59.308
4023,59.590
4024,63.087
4025,59.206
4026,60.756
4027,56.686
4028,63.424
4029,70.182
4030,66.940
4031,65.201
4032,69.328
4033,55.711
4034,63.686
4035,57.454
4036,53.229
4037,55.214
4038,57.982
4039,57.587
4040,58.692
4041,57.767
4042,57.596
4043,57.786
4044,58.172
4045,55.490
4046,55.942
4047,52.468
4048,55.140
4049,54.133
4050,57.421
4051,55.249
4052,58.113
4053,59.147
4054,55.742
4055,53.780
4056,53.220
4057,58.206
4058,62.261
4059,60.967
4060,56.952
4061,63.161
4062,60.057
4063,58.778
4064,62.261
4065,61.203
4066,61.205
4067,61.398
4068,57.982
4069,59.550
4070,61.531
4071,61.285
4072,58.294
4073,59.894
4074,69.958
4075,63.208
4076,63.134
4077,66.847
4078,60.146
4079,58.506
4080,64.487
4081,61.746
4082,61.874
4083,61.035
4084,61.069
4085,59.729
4086,60.029
4087,53.415
4088,56.824
4089,55.674
4090,57.353
4091,61.673
4092,56.951
4093,57.243
4094,59.136
4095,55.776
4096,56.095
4097,57.346
4098,60.116
4099,59.864
4100,59.275
4101,56.199
4102,54.169
4103,58.694
4104,53.683
4105,56.723
4106,59.513
4107,55.609
