 ,Mean
1,81.955
2,70.545
3,78.317
4,78.459
5,98.950
6,75.948
7,72.455
8,71.083
9,65.727
10,76.459
11,92.392
12,86.941
13,96.542
14,81.216
15,86.328
16,119.744
17,101.971
18,141.794
19,189.568
20,91.902
21,91.722
22,90.389
23,127.883
24,97.618
25,97.088
26,96.205
27,108.420
28,85.971
29,87.500
30,99.118
